title,originalTitle,releaseYear,director,kinoriumId,type,personalOpinion,status,collections_0_id,watchDate
Громовержцы*,Thunderbolts*,2025,Джейк Шрейер,9601466,film,dislike,watched,4,07/18/2025
Вирус,Virus,1998,Джон Бруно,109090,film,dislike,watched,4,07/18/2025
Незнакомцы. Глава 2,The Strangers: Chapter 2,2025,Ренни Харлин,10672858,film,dislike,watched,4,07/18/2025
Серый человек,The Gray Man,2022,Джо Руссо...,531933,film,dislike,watched,4,07/18/2025
Тёмная сторона,Bloodline,2019,Генри Джейкобсон,1686406,film,dislike,watched,4,07/18/2025
Пирсинг,Piercing,2017,Николас Песке,1608225,film,dislike,watched,4,07/18/2025
Сталкер,Strange Darling,2024,ДжейТи Моллнер,9936746,film,dislike,watched,4,07/18/2025
Сторожка,The Lodge,2019,Северин Фиала...,1662534,film,dislike,watched,4,07/18/2025
Двойной КОПец,Cop Out,2010,Кевин Смит,475635,film,dislike,watched,4,07/18/2025
Игра Джералда,Gerald’s Game,2017,Майк Флэнаган,1498845,film,dislike,watched,4,07/18/2025
Заклятие 4: Последний обряд,The Conjuring: Last Rites,2025,Майкл Чавес,10392029,film,dislike,watched,4,07/18/2025
Грязная игра,Play Dirty,2025,Шейн Блэк,8769161,film,dislike,watched,4,07/18/2025
Клаустрофобы,Escape Room,2019,Адам Робител,1635720,film,dislike,watched,4,07/18/2025
В чужой шкуре,Possessor,2020,Брэндон Кроненберг,1594449,film,dislike,watched,4,07/18/2025
Реликвия,Relic,2020,Натали Эрика Джеймс,1693285,film,dislike,watched,4,07/18/2025
Правдивая история,True Story,2015,Руперт Гулд,642911,film,dislike,watched,4,07/18/2025
Оцепеневшие от страха,Aterrados,2017,Демиан Рунья,1636995,film,dislike,watched,4,07/18/2025
Война будущего,The Tomorrow War,2021,Крис МакКей,2075679,film,dislike,watched,4,07/18/2025
Хеллбой: Проклятие Горбуна,Hellboy: The Crooked Man,2024,Брайан Тейлор,10291367,film,dislike,watched,4,07/18/2025
Формула 51,The 51st State,2001,Ронни Юй,185329,film,dislike,watched,4,07/18/2025
Реинкарнация: Пришествие Дьявола,Anything for Jackson,2020,Джастин Дж. Дайк,2371857,film,dislike,watched,4,07/18/2025
Точка кипения,Boiling Point,2020,Фил Барантини,2199316,film,dislike,watched,4,07/18/2025
Книги крови,Books of Blood,2020,Брэннон Брага,2310051,film,dislike,watched,4,07/18/2025
Поднять паруса!,Blow the Man Down,2019,Бриджит Сэвэдж Коул...,1665839,film,dislike,watched,4,07/18/2025
Синистер 2,Sinister 2,2014,Киран Фой,692867,film,dislike,watched,4,07/18/2025
Антихрист,Antichrist,2009,Ларс фон Триер,395983,film,dislike,watched,4,07/18/2025
Затащи меня в Ад,Drag Me to Hell,2009,Сэм Рэйми,431083,film,dislike,watched,4,07/18/2025
Паранормальные явления: Дом призраков,Deadstream,2022,Джозеф Винтер...,2411571,film,dislike,watched,4,07/18/2025
Затаившись,Hidden,2014,Мэтт Даффер...,619173,film,dislike,watched,4,07/18/2025
Белые цыпочки,White Chicks,2004,Кинен Айвори Уайанс,297508,film,dislike,watched,4,07/18/2025
Тупой и еще тупее 2,Dumb and Dumber To,2014,Питер Фаррелли...,613206,film,dislike,watched,4,07/18/2025
Пункт назначения: Узы крови,Final Destination Bloodlines,2025,Зак Липовски...,2471635,film,dislike,watched,4,07/18/2025
Вышка,Fall,2022,Скотт Манн,2817312,film,dislike,watched,4,07/18/2025
Охота,The Hunt,2019,Крэйг Зобел,1663546,film,dislike,watched,4,07/18/2025
Орудия,Weapons,2025,Зак Креггер,10709773,film,dislike,watched,4,07/18/2025
Судная ночь: Начало,The First Purge,2018,Герард МакМюррей,1608880,film,dislike,watched,4,07/18/2025
Остров фантазий,Fantasy Island,2020,Джефф Уодлоу,411982,film,dislike,watched,4,07/18/2025
М3ГАН 2.0,M3GAN 2.0,2025,Джерард Джонстоун,10228359,film,dislike,watched,4,07/18/2025
Мрачные небеса,Dark Skies,2013,Скотт Чарльз Стюарт,662426,film,dislike,watched,4,07/18/2025
Привязанные к дому,Housebound,2014,Джерард Джонстоун,760336,film,dislike,watched,4,07/18/2025
Судная ночь 3,The Purge: Election Year,2016,Джеймс ДеМонако,1442602,film,dislike,watched,4,07/18/2025
30 дней ночи,30 Days of Night,2007,Дэвид Слэйд,302636,film,dislike,watched,4,07/18/2025
Священная дорога,Hallow Road,2025,Бабак Анвари,11135929,film,dislike,watched,4,07/18/2025
Долина эха,Echo Valley,2025,Майкл Пирс,10486182,film,dislike,watched,4,07/18/2025
Обитель,The Home,2025,Джеймс ДеМонако,8289314,film,dislike,watched,4,07/18/2025
Лес призраков,The Forest,2016,Джейсон Зада,753055,film,dislike,watched,4,07/18/2025
Последняя смена,Last Shift,2014,Энтони ДиБлази,707687,film,dislike,watched,4,07/18/2025
Балерина,Ballerina,2025,Лен Уайзман,1624712,film,dislike,watched,4,07/18/2025
Синистер. Пожиратель душ,Le mangeur d’âmes,2024,Александр Бустильо...,10699247,film,dislike,watched,4,07/18/2025
Эддингтон,Eddington,2025,Ари Астер,10962730,film,dislike,watched,4,07/18/2025
Дроп,Drop,2025,Кристофер Лэндон,11213689,film,dislike,watched,4,07/18/2025
Хищные твари,Dangerous Animals,2025,Шон Бирн,11270510,film,dislike,watched,4,07/18/2025
Хэллоуин: Воскрешение,Halloween: Resurrection,2002,Рик Розенталь,179483,film,dislike,watched,4,07/18/2025
Хэллоуин 6: Проклятие Майкла Майерса,Halloween: The Curse of Michael Myers,1995,Джо Чаппелль,102957,film,dislike,watched,4,07/18/2025
Хэллоуин 5: Месть Майкла Майерса,Halloween 5: The Revenge of Michael Myers,1989,Доминик Отенен-Жирар,89223,film,dislike,watched,4,07/18/2025
Хэллоуин 4: Возвращение Майкла Майерса,Halloween 4: The Return of Michael Myers,1988,Дуайт Х. Литтл,87315,film,dislike,watched,4,07/18/2025
Хэллоуин 3: Сезон ведьм,Halloween III: Season of the Witch,1982,Томми Ли Уоллес,78824,film,dislike,watched,4,07/18/2025
Пятница 13-е – Часть 4: Последняя глава,Friday the 13th: The Final Chapter,1984,Джозеф Зито,80289,film,dislike,watched,4,07/18/2025
Пятница 13-е – Часть 5: Новое начало,Friday the 13th: A New Beginning,1985,Дэнни Стейнманн,81935,film,dislike,watched,4,07/18/2025
Пятница 13-е – Часть 6: Джейсон жив!,Jason Lives: Friday the 13th Part VI,1986,Том Маклафлин,83615,film,dislike,watched,4,07/18/2025
Пятница 13 – Часть 7: Новая кровь,Friday the 13th Part VII: The New Blood,1988,Джон Карл Бюхлер,87229,film,dislike,watched,4,07/18/2025
Пятница 13-е – Часть 8: Джейсон штурмует Манхэттен,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Роб Хедден,89146,film,dislike,watched,4,07/18/2025
Пятница 13-е,Friday the 13th,2009,Маркус Ниспел,373643,film,dislike,watched,4,07/18/2025
Пятница 13-е – Часть 2,Friday the 13th Part 2,1981,Стив Майнер,75980,film,dislike,watched,4,07/18/2025
Пятница 13-е,Friday the 13th,1980,Шон С. Каннингэм,74518,film,dislike,watched,4,07/18/2025
З/Л/О,V/H/S,2012,Мэтт Беттинелли-Олпин...,614697,film,dislike,watched,4,07/18/2025
З/Л/О 2,V/H/S/2,2013,Саймон Баррет...,669791,film,dislike,watched,4,07/18/2025
З/Л/О: Новый вирус,V/H/S Viral,2014,Джастин Бенсон...,739208,film,dislike,watched,4,07/18/2025
З/Л/О 94,V/H/S/94,2021,Саймон Баррет...,2787607,film,dislike,watched,4,07/18/2025
З/Л/О 99,V/H/S/99,2022,Флаин Лотус...,9774563,film,dislike,watched,4,07/18/2025
З/Л/О 85,V/H/S/85,2023,Дэвид Брукнер...,9939579,film,dislike,watched,4,07/18/2025
За гранью З/Л/А,V/H/S/Beyond,2024,Джей Чил...,11402992,film,dislike,watched,4,07/18/2025
Тихая ночь,Silent Night,2020,Камилль Гриффин,2346701,film,dislike,watched,4,07/18/2025
Квест,Escape Room,2017,Питер Дьюкс,1578670,film,dislike,watched,4,07/18/2025
Подземная бездна,Estación Rocafort,2024,Луис Прието,10165727,film,dislike,watched,4,07/18/2025
День Святого Валентина,Valentine,2001,Джэми Блэнкс,197160,film,dislike,watched,4,07/18/2025
Диггеры,,2016,Тихон Корнев,1442957,film,dislike,watched,4,07/18/2025
Мельница,The Mill,2023,Шон Кинг О’Грэйди,10588434,film,dislike,watched,4,07/18/2025
Резервная копия,Bod obnovy,2023,Роберт Глоз,2008721,film,dislike,watched,4,07/18/2025
57 секунд,57 Seconds,2023,Расти Кандифф,8532571,film,dislike,watched,4,07/18/2025
Вульфмен,Wolf Man,2025,Ли Уоннелл,1504685,film,dislike,watched,4,07/18/2025
Другой мир: Год волка,Werewolves,2024,Стивен С. Миллер,8623233,film,dislike,watched,4,07/18/2025
Внеземной контакт,Jonah,2024,Бен Ван Клик,9359610,film,dislike,watched,4,07/18/2025
Операция «Кровавая охота»,Operation Blood Hunt,2023,Луис Мэндилор,10087712,film,dislike,watched,4,07/18/2025
Полтергейст,Poltergeist,2015,Гил Кинан,417888,film,dislike,watched,4,07/18/2025
Ночь живых мертвецов 3D,Night of the Living Dead,2006,Джефф Бродстрит,366556,film,dislike,watched,4,07/18/2025
Искусство написания хита,Art of a Hit,2024,Гэлан Коннелл,11039202,film,dislike,watched,4,07/18/2025
Убийственный подкаст,Susie Searches,2022,Софи Каргмэн,2741988,film,dislike,watched,4,07/18/2025
"Я знаю, что вы сделали прошлым летом",I Know What You Did Last Summer,2025,Дженн Робинсон,1554328,film,dislike,watched,4,07/18/2025
Спуск,The Descent,2005,Нил Маршалл,331222,film,dislike,watched,4,07/18/2025
Новые мутанты,The New Mutants,2020,Джош Бун,1546494,film,dislike,watched,4,07/18/2025
Дом грёз,Dream House,2011,Джим Шеридан,490797,film,dislike,watched,4,07/18/2025
Обезьяна,The Monkey,2025,Осгуд Перкинс,10801967,film,dislike,watched,4,07/18/2025
Бессонница,Insomnia,1997,Эрик Шёлдбьерг,108138,film,dislike,watched,4,07/18/2025
Спящие псы,Sleeping Dogs,2023,Адам Купер,2606207,film,dislike,watched,4,07/18/2025
После всего,After Everything,2018,Ханна Маркс...,1638698,film,dislike,watched,4,07/18/2025
Няня,The Babysitter,2017,МакДжи,1517890,film,dislike,watched,4,07/18/2025
Няня: Королева проклятых,The Babysitter: Killer Queen,2020,МакДжи,2139476,film,dislike,watched,4,07/18/2025
Незнакомцы: Начало,The Strangers: Chapter 1,2024,Ренни Харлин,9867799,film,dislike,watched,4,07/18/2025
Не вижу зла,See No Evil,2006,Грегори Дарк,332363,film,dislike,watched,4,07/18/2025
Не вижу зла 2,See No Evil 2,2014,Джен Соска...,717162,film,dislike,watched,4,07/18/2025
Очень тёмные времена,Super Dark Times,2017,Кевин Филлипс,1468152,film,dislike,watched,4,07/18/2025
Материалистка,Materialists,2025,Селин Сон,10609609,film,dislike,watched,4,07/18/2025
Денежный поезд,Money Train,1995,Джозеф Рубин,103487,film,dislike,watched,4,07/18/2025
Кривые линии бога,Los renglones torcidos de Dios,2022,Ориол Паоло,2695006,film,dislike,watched,4,07/18/2025
Невидимый страж,El guardián invisible,2017,Фернандо Гонзалез Молина,1555741,film,dislike,watched,4,07/18/2025
В долине Эла,In the Valley of Elah,2007,Пол Хаггис,358915,film,dislike,watched,4,07/18/2025
Озеро Мунго,Lake Mungo,2008,Джоэль Андерсон,384406,film,dislike,watched,4,07/18/2025
Психиатрическая больница Конджиам,Gon-ji-am,2018,Чон Бом-сик,1658911,film,dislike,watched,4,07/18/2025
Присутствие,Presence,2024,Стивен Содерберг,10784878,film,dislike,watched,4,07/18/2025
Эль Дьябло,Diablo,2025,Эрнесто Диас Эспиноса,10441294,film,dislike,watched,4,07/18/2025
Пустошь тьмы и зла,The Dark and the Wicked,2020,Брайан Бертино,2047678,film,dislike,watched,4,07/18/2025
Дружба,Friendship,2024,Эндрю ДеЯнг,11152662,film,dislike,watched,4,07/18/2025
Счастливого нового дня смерти,Happy Death Day 2 U,2019,Кристофер Лэндон,1663301,film,dislike,watched,4,07/18/2025
Последнее изгнание дьявола,The Last Exorcism,2010,Даниэль Штамм,460759,film,dislike,watched,4,07/18/2025
Ничего себе поездочка 3,Joy Ride 3: Road Kill,2014,Деклан О’Брайен,719515,film,dislike,watched,4,07/18/2025
Ничего себе поездочка 2: Смерть впереди,Joy Ride 2: Dead Ahead,2008,Луи Морно,432888,film,dislike,watched,4,07/18/2025
Ничего себе поездочка,Joy Ride,2001,Джон Дал,169079,film,dislike,watched,4,07/18/2025
Ублюдок,Creep,2014,Патрик Брайс,667894,film,dislike,watched,4,07/18/2025
Сомния,Before I Wake,2016,Майк Флэнаган,722072,film,dislike,watched,4,07/18/2025
Пассажир,The Passenger,2023,Картер Смит,9852944,film,dislike,watched,4,07/18/2025
Календарь дьявола,Le calendrier,2020,Патрик Ридремон,2398778,film,dislike,watched,4,07/18/2025
Одержимые злом,Cuando acecha la maldad,2023,Демиан Рунья,2912280,film,dislike,watched,4,07/18/2025
Руины,The Ruins,2008,Картер Смит,409317,film,dislike,watched,4,07/18/2025
Попутчик,The Hitcher,2006,Дэйв Мейерс,344566,film,dislike,watched,4,07/18/2025
"Я знаю, что вы сделали прошлым летом",I Know What You Did Last Summer,1997,Джим Гиллеспи,108111,film,dislike,watched,4,07/18/2025
Хэллоуин,Halloween,1978,Джон Карпентер,71795,film,dislike,watched,4,07/18/2025
Страна призраков,Ghostland,2017,Паскаль Ложье,1605093,film,dislike,watched,4,07/18/2025
Убийца,Sicario,2015,Дени Вильнёв,752700,film,dislike,watched,4,07/18/2025
Убийца 2: Против всех,Sicario: Day of the Soldado,2018,Стефано Соллима,1459561,film,dislike,watched,4,07/18/2025
Полный облом,Big Nothing,2006,Жан-Батист Андреа,365792,film,dislike,watched,4,07/18/2025
Опустошение,Havoc,2025,Гарет Эванс,2721923,film,dislike,watched,4,07/18/2025
Чёрный телефон,The Black Phone,2022,Скотт Дерриксон,2659512,film,dislike,watched,4,07/18/2025
Уничтожь их,Bring Them Down,2024,Кристофер Эндрюс,10344650,film,dislike,watched,4,07/18/2025
Настоящая боль,A Real Pain,2024,Джесси Айзенберг,9959359,film,dislike,watched,4,07/18/2025
Кто убил BlackBerry,BlackBerry,2023,Мэтт Джонсон,9835848,film,dislike,watched,4,07/18/2025
Пункт назначения 3,Final Destination 3,2006,Джеймс Вон,317293,film,dislike,watched,4,07/18/2025
Ущелье,The Gorge,2024,Скотт Дерриксон,9090713,film,dislike,watched,4,07/18/2025
"Джефф, живущий дома","Jeff, Who Lives at Home",2011,Джей Дюпласс...,519260,film,dislike,watched,4,07/18/2025
Стритрейсеры,,2008,Олег Фесенко,417985,film,dislike,watched,4,07/18/2025
Агент на уикенд,Weekend in Taipei,2024,Джордж Хуан,10762517,film,dislike,watched,4,07/18/2025
Птичий короб 2: Барселона,Bird Box: Barcelona,2023,Давид Пастор...,2739321,film,dislike,watched,4,07/18/2025
Скрежет,Pahanhautoja,2022,Ханна Бергхольм,2453113,film,dislike,watched,4,07/18/2025
Охота на воров 2: Пантера,Den of Thieves: Pantera,2025,Кристиан Гьюдгэст,1660800,film,dislike,watched,4,07/18/2025
Плохие парни навсегда,Bad Boys for Life,2020,Адиль Эль Арби...,498375,film,dislike,watched,4,07/18/2025
Возвращение Одиссея,The Return,2024,Уберто Пазолини,9179255,film,dislike,watched,4,07/18/2025
Выхода нет,No Exit,2022,Дэмиен Пауэр,2033122,film,dislike,watched,4,07/18/2025
Краш,Crush,2022,Сэмми Коэн,2796850,film,dislike,watched,4,07/18/2025
Шоу субботним вечером,Saturday Night,2024,Джейсон Райтман,10418651,film,dislike,watched,4,07/18/2025
Дар,The Gift,2000,Сэм Рэйми,178946,film,dislike,watched,4,07/18/2025
Миллениум,Y2K,2024,Кайл Муни,10981523,film,dislike,watched,4,07/18/2025
Убойные каникулы,Tucker and Dale vs Evil,2010,Илай Крэйг,491442,film,dislike,watched,4,07/18/2025
Оно слушает,AfrAId,2024,Крис Вайц,10160568,film,dislike,watched,4,07/18/2025
Мелочи жизни,Small Things Like These,2024,Тим Милантс,10886091,film,dislike,watched,4,07/18/2025
"То, что внутри",It’s What’s Inside,2024,Грег Жардин,7923492,film,dislike,watched,4,07/18/2025
Щелкунчики,Nutcrackers,2024,Дэвид Гордон Грин,11089753,film,dislike,watched,4,07/18/2025
Пристрели их,Shoot 'Em Up,2007,Майкл Дэвис,350678,film,dislike,watched,4,07/18/2025
Возлюбленные,Sweethearts,2024,Джордан Вайс,9746040,film,dislike,watched,4,07/18/2025
О чем говорят незнакомцы,Bajo terapia,2023,Херардо Эрреро,2887011,film,dislike,watched,4,07/18/2025
