title,originalTitle,releaseYear,director,kinoriumId,type,personalOpinion,status,collections_0_id,watchDate
Напряги извилины,Get Smart,2008,Питер Сигал,324117,film,dislike,watched,4,07/18/2025
Царь скорпионов,The Scorpion King,2002,Чак Рассел,223109,film,dislike,watched,4,07/18/2025
Рэмпейдж,Rampage,2018,Брэд Пейтон,635804,film,dislike,watched,4,07/18/2025
Росомаха: Бессмертный,The Wolverine,2013,Джеймс Мэнголд,485335,film,dislike,watched,4,07/18/2025
Мулан,Mulan,2020,Ники Каро,1447155,film,dislike,watched,4,07/18/2025
Фантастические твари: Преступления Грин-де-Вальда,Fantastic Beasts: The Crimes of Grindelwald,2018,Дэвид Йейтс,1442874,film,dislike,watched,4,07/18/2025
Фантастические твари и где они обитают,Fantastic Beasts and Where to Find Them,2016,Дэвид Йейтс,722648,film,dislike,watched,4,07/18/2025
Отряд самоубийц,Suicide Squad,2016,Дэвид Эйр,475841,film,dislike,watched,4,07/18/2025
Малефисента: Владычица тьмы,Maleficent: Mistress of Evil,2019,Йоаким Рённинг,1456774,film,dislike,watched,4,07/18/2025
Kingsman: Золотое кольцо,Kingsman: The Golden Circle,2017,Мэттью Вон,1472179,film,dislike,watched,4,07/18/2025
Соник 2 в кино,Sonic the Hedgehog 2,2022,Джефф Фаулер,2397563,film,dislike,watched,4,07/18/2025
Т-34,,2018,Алексей Сидоров,1538765,film,dislike,watched,4,07/18/2025
Монте-Карло,Monte Carlo,2011,Томас Безуча,423368,film,dislike,watched,4,07/18/2025
21 и больше,21 & Over,2013,Джон Лукас...,544255,film,dislike,watched,4,07/18/2025
Круиз по джунглям,Jungle Cruise,2021,Жауме Кольет-Серра,395864,film,dislike,watched,4,07/18/2025
Бамблби,Bumblebee,2018,Трэвис Найт,1534015,film,dislike,watched,4,07/18/2025
Спиди Гонщик,Speed Racer,2008,Лана Вачовски...,383042,film,dislike,watched,4,07/18/2025
Такси 5,Taxi 5,2018,Франк Гастамбид,1625167,film,dislike,watched,4,07/18/2025
Такси 4,Taxi 4,2007,Жерар Кравчик,381183,film,dislike,watched,4,07/18/2025
Чудо-женщина: 1984,Wonder Woman 1984,2020,Пэтти Дженкинс,1624004,film,dislike,watched,4,07/18/2025
Чудо-женщина,Wonder Woman,2017,Пэтти Дженкинс,341499,film,dislike,watched,4,07/18/2025
Цвет из иных миров,Color Out of Space,2019,Ричард Стэнли,2020417,film,dislike,watched,4,07/18/2025
Элитное общество,The Bling Ring,2013,София Коппола,619293,film,dislike,watched,4,07/18/2025
Убей своих любимых,Kill Your Darlings,2013,Джон Крокидас,459234,film,dislike,watched,4,07/18/2025
Я сражаюсь с великанами,I Kill Giants,2017,Андерс Вальтер Хансен,1460032,film,dislike,watched,4,07/18/2025
Ночь в музее: Секрет гробницы,Night at the Museum: Secret of the Tomb,2014,Шон Леви,688416,film,dislike,watched,4,07/18/2025
Перси Джексон и похититель молний,Percy Jackson & the Olympians: The Lightning Thief,2010,Крис Коламбус,383624,film,dislike,watched,4,07/18/2025
Фантастическая четверка: Вторжение Серебряного серфера,Fantastic Four: Rise of the Silver Surfer,2007,Тим Стори,364797,film,dislike,watched,4,07/18/2025
Подарок на Рождество,Jingle All the Way,1996,Брайан Левант,105902,film,dislike,watched,4,07/18/2025
Покемон: Детектив Пикачу,Pokémon: Detective Pikachu,2019,Роб Леттерман,1592487,film,dislike,watched,4,07/18/2025
Хочу как ты,The Change-Up,2011,Дэвид Добкин,496015,film,dislike,watched,4,07/18/2025
Люди Икс: Начало. Росомаха,X-Men Origins: Wolverine,2009,Гэвин Худ,346280,film,dislike,watched,4,07/18/2025
Страна приключений,Adventureland,2008,Грег Моттола,426942,film,dislike,watched,4,07/18/2025
Гарольд и Кумар уходят в отрыв,Harold & Kumar Go to White Castle,2004,Дэнни Лейнер,286661,film,dislike,watched,4,07/18/2025
Блэйд 3: Троица,Blade: Trinity,2004,Дэвид С. Гойер,281369,film,dislike,watched,4,07/18/2025
Король вечеринок,National Lampoon’s Van Wilder,2001,Уолт Бекер,227353,film,dislike,watched,4,07/18/2025
Орёл против акулы,Eagle vs Shark,2006,Тайка Вайтити,369572,film,dislike,watched,4,07/18/2025
Зелёный фонарь,Green Lantern,2011,Мартин Кэмпбелл,431955,film,dislike,watched,4,07/18/2025
Ной,Noah,2014,Даррен Аронофски,588853,film,dislike,watched,4,07/18/2025
Халк,Hulk,2003,Энг Ли,229910,film,dislike,watched,4,07/18/2025
Люди в черном: Интернэшнл,Men in Black International,2019,Ф. Гэри Грей,644422,film,dislike,watched,4,07/18/2025
Каникулы,Vacation,2015,Джон Фрэнсис Дейли...,503582,film,dislike,watched,4,07/18/2025
Белоснежка и охотник,Snow White and the Huntsman,2012,Руперт Сандерс,549193,film,dislike,watched,4,07/18/2025
Исход: Цари и боги,Exodus: Gods and Kings,2014,Ридли Скотт,504350,film,dislike,watched,4,07/18/2025
Только бог простит,Only God Forgives,2013,Николас Виндинг Рефн,522518,film,dislike,watched,4,07/18/2025
Ларс и настоящая девушка,Lars and the Real Girl,2007,Крэйг Гиллеспи,381311,film,dislike,watched,4,07/18/2025
Останься,Stay,2005,Марк Форстер,290034,film,dislike,watched,4,07/18/2025
Смерть и жизнь Джона Ф. Донована,The Death & Life of John F. Donovan,2018,Ксавье Долан,1554745,film,dislike,watched,4,07/18/2025
Мумия,The Mummy,2017,Алекс Куртцман,654995,film,dislike,watched,4,07/18/2025
С широко закрытыми глазами,Eyes Wide Shut,1999,Стэнли Кубрик,109254,film,dislike,watched,4,07/18/2025
Советник,The Counselor,2013,Ридли Скотт,629852,film,dislike,watched,4,07/18/2025
Механик: Воскрешение,Mechanic: Resurrection,2016,Деннис Ганзель,772893,film,dislike,watched,4,07/18/2025
Профессионал,Killer Elite,2011,Гэри МакКендри,488664,film,dislike,watched,4,07/18/2025
Неудержимые 4,Expend4bles,2023,Скотт Во,742346,film,dislike,watched,4,07/18/2025
Неудержимые 3,The Expendables 3,2014,Патрик Хьюз,652896,film,dislike,watched,4,07/18/2025
Неудержимые,The Expendables,2010,Сильвестр Сталлоне,460766,film,dislike,watched,4,07/18/2025
Шальная карта,Wild Card,2014,Саймон Уэст,635711,film,dislike,watched,4,07/18/2025
Мег 2: Бездна,Meg 2: The Trench,2023,Бен Уитли,1950419,film,dislike,watched,4,07/18/2025
Мег: Монстр глубины,The Meg,2018,Джон Тёртлтауб,1454107,film,dislike,watched,4,07/18/2025
Оно 2,It: Chapter Two,2019,Андрес Мускетти,630540,film,dislike,watched,4,07/18/2025
Стекло,Glass,2019,М. Найт Шьямалан,1616987,film,dislike,watched,4,07/18/2025
Люди Икс: Тёмный Феникс,X-Men: Dark Phoenix,2019,Саймон Кинберг,1609774,film,dislike,watched,4,07/18/2025
Зеровилль,Zeroville,2019,Джеймс Франко,578258,film,dislike,watched,4,07/18/2025
Рождество,The Night Before,2015,Джонатан Левин,764803,film,dislike,watched,4,07/18/2025
Конец света 2013: Апокалипсис по-голливудски,This Is the End,2013,Сет Роген...,449890,film,dislike,watched,4,07/18/2025
Безумное свидание,Date Night,2010,Шон Леви,454639,film,dislike,watched,4,07/18/2025
"Ананасовый экспресс: Сижу, курю",Pineapple Express,2008,Дэвид Гордон Грин,401813,film,dislike,watched,4,07/18/2025
Хорошая девочка,The Good Girl,2001,Мигель Артета,224440,film,dislike,watched,4,07/18/2025
Братья,Brothers,2009,Джим Шеридан,374544,film,dislike,watched,4,07/18/2025
Любовная загвоздка,Accidental Love,2013,Дэвид О. Расселл,432407,film,dislike,watched,4,07/18/2025
Дикая жизнь,Wildlife,2016,Пол Дано,1604160,film,dislike,watched,4,07/18/2025
Братья Систерс,The Sisters Brothers,2018,Жак Одиар,1566072,film,dislike,watched,4,07/18/2025
Вавилон,Babel,2006,Алехандро Гонсалес Иньярриту,340289,film,dislike,watched,4,07/18/2025
Хранитель Времени,Hugo,2011,Мартин Скорсезе,410176,film,dislike,watched,4,07/18/2025
Лунный свет,Moonlight,2016,Барри Дженкинс,1465813,film,dislike,watched,4,07/18/2025
Леди Бёрд,Lady Bird,2017,Грета Гервиг,1555972,film,dislike,watched,4,07/18/2025
История о супружестве,Marriage Story,2019,Ноа Баумбах,1661047,film,dislike,watched,4,07/18/2025
Рыцари справедливости,Retfærdighedens ryttere,2020,Андерс Томас Йенсен,2339608,film,dislike,watched,4,07/18/2025
Столкновение,Crash,2004,Пол Хаггис,293006,film,dislike,watched,4,07/18/2025
Манчестер у моря,Manchester by the Sea,2016,Кеннет Лонерган,1489556,film,dislike,watched,4,07/18/2025
Черная месса,Black Mass,2015,Скотт Купер,468032,film,dislike,watched,4,07/18/2025
Хорошее время,Good Time,2017,Бенни Сэфди...,1449827,film,dislike,watched,4,07/18/2025
План побега,Escape Plan,2013,Микаэль Хофстрём,444427,film,dislike,watched,4,07/18/2025
Чёрный клановец,BlacKkKlansman,2018,Спайк Ли,1648949,film,dislike,watched,4,07/18/2025
Подлинная история банды Келли,True History of the Kelly Gang,2019,Джастин Курзель,1646197,film,dislike,watched,4,07/18/2025
Последняя капля,On the Rocks,2020,София Коппола,2015594,film,dislike,watched,4,07/18/2025
Уйти не прощаясь,French Exit,2020,Азазель Джейкобс,2069940,film,dislike,watched,4,07/18/2025
Суд над чикагской семёркой,The Trial of the Chicago 7,2020,Аарон Соркин,423811,film,dislike,watched,4,07/18/2025
"Девушка, подающая надежды",Promising Young Woman,2020,Эмиральд Феннел,2023846,film,dislike,watched,4,07/18/2025
Дьявол в деталях,The Little Things,2021,Джон Ли Хэнкок,2085198,film,dislike,watched,4,07/18/2025
Скажи ей,,2020,Александр Молочников,2072272,film,dislike,watched,4,07/18/2025
Виктор Франкенштейн,Victor Frankenstein,2015,Пол Макгиган,591536,film,dislike,watched,4,07/18/2025
Унесённые ветром,Gone with the Wind,1939,Виктор Флеминг,29675,film,dislike,watched,4,07/18/2025
Как разговаривать с девушками на вечеринках,How to Talk to Girls at Parties,2016,Джон Кэмерон Митчелл,1554697,film,dislike,watched,4,07/18/2025
Снеговик,The Snowman,2017,Томас Альфредсон,553631,film,dislike,watched,4,07/18/2025
Дориан Грей,Dorian Gray,2009,Оливер Паркер,448348,film,dislike,watched,4,07/18/2025
Внутри Льюина Дэвиса,Inside Llewyn Davis,2012,Итан Коэн...,603072,film,dislike,watched,4,07/18/2025
Дом странных детей Мисс Перегрин,Miss Peregrine’s Home for Peculiar Children,2016,Тим Бёртон,585168,film,dislike,watched,4,07/18/2025
Чувствуй ритм,Feel the Beat,2020,Элисса Даун,2086855,film,dislike,watched,4,07/18/2025
История Золушки,A Cinderella Story,2004,Марк Росман,279455,film,dislike,watched,4,07/18/2025
Бумажные города,Paper Towns,2015,Джейк Шрейер,776937,film,dislike,watched,4,07/18/2025
Виноваты звезды,The Fault in Our Stars,2014,Джош Бун,680494,film,dislike,watched,4,07/18/2025
Джейсон Борн,Jason Bourne,2016,Пол Гринграсс,1518399,film,dislike,watched,4,07/18/2025
Дети шпионов 4D,Spy Kids: All the Time in the World,2011,Роберт Родригес,501656,film,dislike,watched,4,07/18/2025
Ангелы Чарли: Только вперед,Charlie’s Angels: Full Throttle,2003,МакДжи,242160,film,dislike,watched,4,07/18/2025
Ангелы Чарли,Charlie’s Angels,2000,МакДжи,135290,film,dislike,watched,4,07/18/2025
Квант милосердия,Quantum of Solace,2008,Марк Форстер,387835,film,dislike,watched,4,07/18/2025
Супермен 2,Superman II,1980,Ричард Лестер...,75258,film,dislike,watched,4,07/18/2025
12 обезьян,Twelve Monkeys,1995,Терри Гиллиам,104298,film,dislike,watched,4,07/18/2025
Фонтан,The Fountain,2006,Даррен Аронофски,317300,film,dislike,watched,4,07/18/2025
Особое мнение,Minority Report,2002,Стивен Спилберг,150668,film,dislike,watched,4,07/18/2025
Побег из Нью-Йорка,Escape from New York,1981,Джон Карпентер,75907,film,dislike,watched,4,07/18/2025
Челюсти,Jaws,1975,Стивен Спилберг,67915,film,dislike,watched,4,07/18/2025
Ведьма из Блэр: Курсовая с того света,The Blair Witch Project,1999,Дэниэл Мирик...,153748,film,dislike,watched,4,07/18/2025
Трудности перевода,Lost in Translation,2003,София Коппола,263992,film,dislike,watched,4,07/18/2025
Явление,The Happening,2008,М. Найт Шьямалан,407095,film,dislike,watched,4,07/18/2025
Дитя человеческое,Children of Men,2006,Альфонсо Куарон,169316,film,dislike,watched,4,07/18/2025
Анон,Anon,2018,Эндрю Никкол,1576788,film,dislike,watched,4,07/18/2025
Впусти меня. Сага,Let Me In,2010,Мэтт Ривз,447272,film,dislike,watched,4,07/18/2025
Хищник,The Predator,2018,Шейн Блэк,776194,film,dislike,watched,4,07/18/2025
Выстрел в пустоту,Shot Caller,2017,Рик Роман Во,1546232,film,dislike,watched,4,07/18/2025
Стрелок,Shooter,2007,Антуан Фукуа,386052,film,dislike,watched,4,07/18/2025
Вивариум,Vivarium,2019,Лоркан Финнеган,1662367,film,dislike,watched,4,07/18/2025
Маяк,The Lighthouse,2019,Роберт Эггерс,1660522,film,dislike,watched,4,07/18/2025
Джон Картер,John Carter,2012,Эндрю Стэнтон,309222,film,dislike,watched,4,07/18/2025
Сайлент Хилл,Silent Hill,2006,Кристоф Ган,299236,film,dislike,watched,4,07/18/2025
Пятьдесят оттенков серого,Fifty Shades of Grey,2015,Сэм Тейлор-Джонсон,650858,film,dislike,watched,4,07/18/2025
Семь психопатов,Seven Psychopaths,2012,Мартин Макдона,584333,film,dislike,watched,4,07/18/2025
Муви 43,Movie 43,2013,Стивен Брилл...,463058,film,dislike,watched,4,07/18/2025
Купе №6,Hytti nro 6,2021,Юхо Куосманен,2351075,film,dislike,watched,4,07/18/2025
Дьявол всегда здесь,The Devil All the Time,2020,Антонио Кампос,1639143,film,dislike,watched,4,07/18/2025
Флешбэк,Memory,2022,Мартин Кэмпбелл,2359917,film,dislike,watched,4,07/18/2025
Бесконечность,Infinite,2021,Антуан Фукуа,2023334,film,dislike,watched,4,07/18/2025
Прошлой ночью в Сохо,Last Night in Soho,2021,Эдгар Райт,2019487,film,dislike,watched,4,07/18/2025
Красное уведомление,Red Notice,2021,Роусон Маршалл Тёрбер,1660680,film,dislike,watched,4,07/18/2025
Газетчик,The Paperboy,2012,Ли Дэниелс,497385,film,dislike,watched,4,07/18/2025
Джон Уик,John Wick,2014,Чад Стахелски...,703219,film,dislike,watched,4,07/18/2025
Земля кочевников,Nomadland,2020,Хлоя Чжао,2025804,film,dislike,watched,4,07/18/2025
Ледяной страх,Cold Meat,2023,Себастьен Друэн,8374292,film,dislike,watched,4,07/18/2025
Красные комнаты,Les chambres rouges,2023,Паскаль Планте,10474554,film,dislike,watched,4,07/18/2025
Проект Адам,The Adam Project,2022,Шон Леви,670910,film,dislike,watched,4,07/18/2025
Пропавшая,Last Seen Alive,2022,Брайан Гудман,2795645,film,dislike,watched,4,07/18/2025
Сумерки,Twilight,2008,Кэтрин Хардвик,428031,film,dislike,watched,4,07/18/2025
Соник в кино,Sonic the Hedgehog,2020,Джефф Фаулер,1609045,film,dislike,watched,4,07/18/2025
По наклонной,Cherry,2021,Энтони Руссо...,2033156,film,dislike,watched,4,07/18/2025
